1567296000000,171.52000000,172.89000000,171.36000000,172.45000000,5981.16399000,1567299599999,1030126.00883650,3753,3576.32332000,615886.58568600,0
1567299600000,172.47000000,173.42000000,172.41000000,172.71000000,7929.54701000,1567303199999,1372183.48650320,3310,5532.93656000,957301.23866140,0
1567303200000,172.67000000,172.97000000,172.02000000,172.43000000,2650.04457000,1567306799999,456811.41392330,2666,1333.25886000,229852.92110310,0
1567306800000,172.41000000,172.83000000,172.32000000,172.57000000,2676.49085000,1567310399999,461830.84763350,2612,1445.60395000,249450.12437480,0
1567310400000,172.50000000,172.74000000,172.11000000,172.46000000,2596.85893000,1567313999999,447640.06449260,2848,1524.31952000,262782.61209070,0
1567314000000,172.45000000,172.56000000,172.01000000,172.14000000,4295.85670000,1567317599999,739706.03450650,2982,1519.04976000,261608.00129330,0
1567317600000,172.13000000,172.30000000,171.96000000,172.10000000,4941.74087000,1567321199999,850626.62310990,3016,2373.76924000,408626.51103610,0
1567321200000,172.10000000,172.16000000,171.92000000,172.08000000,11184.89382000,1567324799999,1925232.75736940,2829,7656.97486000,1318070.88812020,0
1567324800000,172.07000000,172.10000000,168.51000000,170.38000000,25677.25341000,1567328399999,4374780.15839750,8092,15083.61152000,2570560.81883660,0
1567328400000,170.36000000,170.75000000,169.52000000,170.43000000,13066.94676000,1567331999999,2224536.48262950,5001,6533.31320000,1112415.26703820,0
1567332000000,170.42000000,170.52000000,169.60000000,170.19000000,5901.57194000,1567335599999,1003779.75723180,3502,2653.44155000,451283.38139560,0
1567335600000,170.18000000,170.39000000,169.74000000,169.90000000,3473.81120000,1567339199999,590825.14111810,2840,1698.82265000,288911.71373530,0
1567339200000,169.86000000,169.90000000,169.22000000,169.58000000,3602.71997000,1567342799999,611321.62548660,3419,1686.92310000,286259.99632270,0
1567342800000,169.55000000,169.59000000,168.11000000,168.88000000,6352.94569000,1567346399999,1073082.28215520,3815,2869.32356000,484897.18265800,0
1567346400000,168.93000000,169.80000000,168.65000000,169.66000000,4988.96812000,1567349999999,844570.97070130,3268,2874.87061000,486685.80652510,0
1567350000000,169.62000000,170.91000000,169.47000000,170.19000000,7343.85344000,1567353599999,1249665.15990250,4019,4191.84402000,713412.79487950,0
1567353600000,170.20000000,170.30000000,168.73000000,169.36000000,6316.32667000,1567357199999,1070143.47897120,4076,3394.87963000,575216.07806890,0
1567357200000,169.35000000,170.42000000,167.61000000,169.65000000,9168.19058000,1567360799999,1550048.80296040,4957,4132.96279000,699529.05633210,0
1567360800000,169.61000000,170.69000000,169.52000000,169.77000000,13329.31614000,1567364399999,2269002.84314610,5105,6489.54280000,1104689.56589990,0
1567364400000,169.82000000,170.75000000,169.12000000,170.43000000,4454.82276000,1567367999999,756500.12371190,3748,2155.49598000,366149.85793240,0
1567368000000,170.42000000,170.46000000,169.65000000,170.24000000,6174.33017000,1567371599999,1050415.29787900,3263,3368.00780000,573157.14732130,0
