1572566400000,182.19000000,182.22000000,181.20000000,181.91000000,9386.20573000,1572569999999,1705011.33032400,5158,4308.69974000,782588.30984510,0
1572570000000,181.84000000,182.64000000,181.55000000,181.55000000,6758.77352000,1572573599999,1231373.57580560,4722,3155.75315000,574940.83761420,0
1572573600000,181.55000000,182.19000000,181.28000000,182.02000000,8563.66559000,1572577199999,1555413.79136750,5281,4396.80695000,798675.32598980,0
1572577200000,182.02000000,182.07000000,180.10000000,180.10000000,10311.84136000,1572580799999,1865171.88721060,5559,5169.52835000,934990.53189060,0
1572580800000,180.12000000,180.97000000,179.93000000,180.69000000,8686.25029000,1572584399999,1567904.25786870,4388,4065.04002000,733901.34073540,0
1572584400000,180.69000000,181.14000000,180.57000000,180.87000000,7374.89904000,1572587999999,1333791.58419910,4109,3708.87492000,670819.80281830,0
1572588000000,180.86000000,181.44000000,180.71000000,181.18000000,11431.71427000,1572591599999,2071120.28040050,5270,8204.31370000,1486629.87957000,0
1572591600000,181.19000000,181.23000000,180.24000000,180.37000000,11536.66114000,1572595199999,2083107.92390920,8534,6084.68332000,1098688.06028580,0
1572595200000,180.37000000,182.62000000,180.34000000,181.92000000,26263.78615000,1572598799999,4770948.85488230,9921,16165.33649000,2935825.56829100,0
1572598800000,181.92000000,182.02000000,180.35000000,180.78000000,15133.03921000,1572602399999,2738945.05378650,6721,6876.48136000,1244671.29911780,0
1572602400000,180.79000000,182.37000000,180.54000000,181.96000000,15036.68966000,1572605999999,2730389.63986930,7150,8948.13389000,1624915.89367460,0
1572606000000,181.96000000,182.85000000,181.40000000,181.63000000,17895.81720000,1572609599999,3258004.86675970,8483,8993.11729000,1637714.93515200,0
1572609600000,181.63000000,182.14000000,181.00000000,181.66000000,10545.19679000,1572613199999,1914201.67894110,5547,6289.93654000,1141835.97635480,0
1572613200000,181.66000000,182.20000000,179.50000000,180.39000000,32017.10743000,1572616799999,5770056.69861430,9236,15186.84525000,2737178.27213330,0
1572616800000,180.39000000,180.95000000,179.79000000,180.89000000,13031.66054000,1572620399999,2350080.01374980,6122,7049.89159000,1271340.55206600,0
1572620400000,180.89000000,181.53000000,179.00000000,179.06000000,15551.72393000,1572623999999,2808335.11380370,6952,7013.41733000,1267149.82888640,0
1572624000000,179.07000000,180.64000000,177.02000000,180.08000000,30667.50834000,1572627599999,5500553.38238240,10604,14284.80711000,2563203.10320590,0
1572627600000,180.06000000,180.71000000,179.75000000,180.34000000,8220.81582000,1572631199999,1481657.07169130,4747,4043.84956000,728930.10393690,0
1572631200000,180.33000000,180.88000000,180.08000000,180.53000000,5078.14845000,1572634799999,916295.57976100,3909,2736.09448000,493713.85884880,0
1572634800000,180.55000000,181.38000000,180.40000000,181.18000000,9276.22583000,1572638399999,1678722.67785530,4875,5668.78275000,1025888.24950780,0
1572638400000,181.14000000,184.49000000,181.14000000,184.02000000,33339.42017000,1572641999999,6101642.46632460,11737,20190.47409000,3695448.37455830,0
1572642000000,184.06000000,184.50000000,182.70000000,183.77000000,12651.33640000,1572645599999,2324517.62404850,6236,6759.54483000,1242206.01612710,0
1572645600000,183.77000000,184.04000000,182.50000000,182.68000000,7659.00240000,1572649199999,1402627.05347750,5218,4298.93851000,787446.84733120,0
1572649200000,182.69000000,183.17000000,182.41000000,182.85000000,5102.28037000,1572652799999,932854.73214340,4055,2767.04095000,505944.91626260,0
1572652800000,182.86000000,183.59000000,182.77000000,183.08000000,6713.23524000,1572656399999,1229693.23941600,4182,3501.42527000,641398.38187580,0
1572656400000,183.07000000,183.45000000,182.20000000,182.38000000,6669.00945000,1572659999999,1219910.85581800,4687,3283.29886000,600710.07109030,0
1572660000000,182.39000000,183.26000000,182.16000000,183.14000000,5226.42273000,1572663599999,954514.42008540,4093,3006.33619000,549127.56188660,0
1572663600000,183.15000000,183.20000000,182.71000000,182.82000000,4667.81408000,1572667199999,854147.95360070,3933,2272.36640000,415835.19336240,0
1572667200000,182.81000000,182.97000000,182.12000000,182.25000000,5768.27993000,1572670799999,1052274.65256780,4013,2803.53312000,511454.63207120,0
1572670800000,182.25000000,182.65000000,181.83000000,182.48000000,4361.08803000,1572674399999,795011.72303870,3588,2223.08255000,405299.08953090,0
1572674400000,182.46000000,182.53000000,181.91000000,182.29000000,4634.78073000,1572677999999,844683.28193220,3624,2506.35956000,456815.94809080,0
1572678000000,182.25000000,182.57000000,181.96000000,182.44000000,4963.00509000,1572681599999,904698.09358440,3220,2684.84239000,489465.62634400,0
1572681600000,182.48000000,182.87000000,181.53000000,181.87000000,8692.45548000,1572685199999,1583037.11402890,4900,4192.31419000,763383.11383840,0
1572685200000,181.88000000,182.44000000,181.70000000,181.87000000,5004.69685000,1572688799999,911260.68592590,3840,2237.71846000,407496.32319220,0
1572688800000,181.88000000,182.40000000,181.77000000,182.26000000,5370.23137000,1572692399999,977901.71836960,3228,2977.80027000,542321.07109950,0
1572692400000,182.26000000,183.20000000,182.25000000,182.74000000,6892.33837000,1572695999999,1259319.43353160,4750,3819.13030000,697874.18810980,0
1572696000000,182.74000000,183.63000000,181.60000000,183.33000000,15168.47263000,1572699599999,2772803.63492660,7101,7516.80330000,1374580.70538150,0
1572699600000,183.34000000,184.18000000,183.08000000,184.05000000,13707.55420000,1572703199999,2516207.58485040,7326,7056.95409000,1295664.66836320,0
1572703200000,184.06000000,184.28000000,183.04000000,183.11000000,12521.64058000,1572706799999,2300214.44857150,5379,5076.01002000,932303.09796600,0
1572706800000,183.12000000,183.94000000,182.62000000,183.92000000,9028.62357000,1572710399999,1654136.58256460,4632,4451.77253000,815734.53153380,0
1572710400000,183.94000000,186.00000000,183.44000000,184.37000000,19250.07811000,1572713999999,3554787.51853960,8051,11250.56775000,2077852.21057520,0
1572714000000,184.38000000,184.96000000,183.60000000,183.75000000,7914.50106000,1572717599999,1458910.38406840,4790,3446.05585000,635417.59368030,0
1572717600000,183.74000000,184.19000000,183.59000000,183.76000000,4249.75000000,1572721199999,781613.18609600,3378,2135.11360000,392698.09556960,0
1572721200000,183.75000000,183.97000000,183.24000000,183.76000000,5894.78951000,1572724799999,1082280.68704180,3727,3095.67799000,568350.78882680,0
1572724800000,183.77000000,183.85000000,181.80000000,182.88000000,14634.68344000,1572728399999,2671325.38640260,6536,6111.22559000,1115456.33212460,0
